chr8	161892	161993	101
chr8	224411	224512	101
chr8	224512	224613	101
chr8	301878	301979	101
chr8	301979	302080	101
chr8	302080	302181	101
chr8	341874	341975	101
chr8	341975	342076	101
chr8	578113	578214	101
chr8	578214	578315	101
chr8	580941	581042	101
chr8	581042	581143	101
chr8	581143	581244	101
chr8	1322483	1322584	101
chr8	1322584	1322685	101
chr8	1322685	1322786	101
chr8	1580639	1580740	101
chr8	1580740	1580841	101
chr8	1580841	1580942	101
chr8	1631139	1631240	101
chr8	1631240	1631341	101
chr8	1734664	1734765	101
chr8	1734765	1734866	101
chr8	1734866	1734967	101
chr8	1771327	1771428	101
chr8	1771428	1771529	101
chr8	1843138	1843239	101
chr8	1843239	1843340	101
chr8	1843340	1843441	101
chr8	1908182	1908283	101
chr8	1908283	1908384	101
chr8	2023726	2023827	101
chr8	2130988	2131089	101
chr8	2131089	2131190	101
chr8	2241381	2241482	101
chr8	2241482	2241583	101
chr8	2241583	2241684	101
chr8	4081702	4081803	101
chr8	4081803	4081904	101
chr8	4081904	4082005	101
chr8	4520143	4520244	101
chr8	4520244	4520345	101
chr8	4854756	4854857	101
chr8	4854857	4854958	101
chr8	4854958	4855059	101
chr8	4919901	4920002	101
chr8	4920002	4920103	101
chr8	4923840	4923941	101
chr8	4923941	4924042	101
chr8	4924042	4924143	101
chr8	4936667	4936768	101
chr8	4936768	4936869	101
chr8	5875866	5875967	101
chr8	5875967	5876068	101
chr8	5877886	5877987	101
chr8	5877987	5878088	101
chr8	5878088	5878189	101
chr8	6038173	6038274	101
chr8	6321377	6321478	101
chr8	6321478	6321579	101
chr8	6321579	6321680	101
chr8	6387229	6387330	101
chr8	6387330	6387431	101
chr8	6387431	6387532	101
chr8	6409752	6409853	101
chr8	6409853	6409954	101
chr8	6443082	6443183	101
chr8	6443183	6443284	101
chr8	6456616	6456717	101
chr8	6456717	6456818	101
chr8	6456818	6456919	101
chr8	6483684	6483785	101
chr8	6483785	6483886	101
chr8	6483886	6483987	101
chr8	6518024	6518125	101
chr8	6518125	6518226	101
chr8	6565595	6565696	101
chr8	6565696	6565797	101
chr8	6565797	6565898	101
chr8	6682048	6682149	101
chr8	6682149	6682250	101
chr8	6687704	6687805	101
chr8	6687805	6687906	101
chr8	6698208	6698309	101
chr8	6698309	6698410	101
chr8	6698410	6698511	101
chr8	6713661	6713762	101
chr8	6713762	6713863	101
chr8	6713863	6713964	101
chr8	6716590	6716691	101
chr8	6716691	6716792	101
chr8	6716792	6716893	101
chr8	6722044	6722145	101
chr8	6722145	6722246	101
chr8	6725882	6725983	101
chr8	6725983	6726084	101
chr8	6726084	6726185	101
chr8	6733154	6733255	101
chr8	6733255	6733356	101
chr8	6733356	6733457	101
chr8	6735376	6735477	101
chr8	6735477	6735578	101
chr8	6735578	6735679	101
chr8	6758707	6758808	101
chr8	8086049	8086150	101
chr8	8086150	8086251	101
chr8	8086756	8086857	101
chr8	8086857	8086958	101
chr8	8092917	8093018	101
chr8	8093018	8093119	101
chr8	8093119	8093220	101
chr8	8102007	8102108	101
chr8	8102108	8102209	101
chr8	8105340	8105441	101
chr8	8105441	8105542	101
chr8	8105542	8105643	101
chr8	8109178	8109279	101
chr8	8109279	8109380	101
chr8	8116147	8116248	101
chr8	8116248	8116349	101
chr8	8126045	8126146	101
chr8	8126146	8126247	101
chr8	8126348	8126449	101
chr8	8126449	8126550	101
chr8	8126550	8126651	101
chr8	8127964	8128065	101
chr8	8128065	8128166	101
chr8	8130792	8130893	101
chr8	8130893	8130994	101
chr8	8139074	8139175	101
chr8	8139175	8139276	101
chr8	8145841	8145942	101
chr8	8145942	8146043	101
chr8	8146245	8146346	101
chr8	8146346	8146447	101
chr8	8146750	8146851	101
chr8	8146851	8146952	101
chr8	8147154	8147255	101
chr8	8147255	8147356	101
chr8	8153618	8153719	101
chr8	8153719	8153820	101
chr8	8153820	8153921	101
chr8	8168061	8168162	101
chr8	8168162	8168263	101
chr8	8168465	8168566	101
chr8	8168566	8168667	101
chr8	8171798	8171899	101
chr8	8171899	8172000	101
chr8	8172000	8172101	101
chr8	8191493	8191594	101
chr8	8191594	8191695	101
chr8	8194725	8194826	101
chr8	8194826	8194927	101
chr8	8194927	8195028	101
chr8	8220783	8220884	101
chr8	8220884	8220985	101
chr8	8231489	8231590	101
chr8	8231590	8231691	101
chr8	8244518	8244619	101
chr8	8244619	8244720	101
chr8	8269263	8269364	101
chr8	8269364	8269465	101
chr8	8274717	8274818	101
chr8	8274818	8274919	101
chr8	8274919	8275020	101
chr8	8313400	8313501	101
chr8	8313703	8313804	101
chr8	8340165	8340266	101
chr8	8340266	8340367	101
chr8	8340670	8340771	101
chr8	8340771	8340872	101
chr8	8395210	8395311	101
chr8	8395311	8395412	101
chr8	8402280	8402381	101
chr8	8402381	8402482	101
chr8	8402482	8402583	101
chr8	8417834	8417935	101
chr8	8417935	8418036	101
chr8	8430358	8430459	101
chr8	8430459	8430560	101
chr8	8433287	8433388	101
chr8	8433388	8433489	101
chr8	8434600	8434701	101
chr8	8434701	8434802	101
chr8	8434802	8434903	101
chr8	8457426	8457527	101
chr8	8457527	8457628	101
chr8	8457628	8457729	101
chr8	8458436	8458537	101
chr8	8458537	8458638	101
chr8	8459042	8459143	101
chr8	8459143	8459244	101
chr8	8459244	8459345	101
chr8	8468940	8469041	101
chr8	8469041	8469142	101
chr8	8483383	8483484	101
chr8	8483484	8483585	101
chr8	8483585	8483686	101
chr8	8484999	8485100	101
chr8	8485100	8485201	101
chr8	8485201	8485302	101
chr8	8492877	8492978	101
chr8	8492978	8493079	101
chr8	8493483	8493584	101
chr8	8493584	8493685	101
chr8	8493685	8493786	101
chr8	8500755	8500856	101
chr8	8500856	8500957	101
chr8	8500957	8501058	101
chr8	8522066	8522167	101
chr8	8522167	8522268	101
chr8	8527217	8527318	101
chr8	8527318	8527419	101
chr8	8527419	8527520	101
chr8	8570546	8570647	101
chr8	8570647	8570748	101
chr8	8570748	8570849	101
chr8	8632762	8632863	101
chr8	8632863	8632964	101
chr8	8632964	8633065	101
chr8	8663668	8663769	101
chr8	8663769	8663870	101
chr8	8663870	8663971	101
chr8	8701846	8701947	101
chr8	8701947	8702048	101
chr8	8702048	8702149	101
chr8	8742448	8742549	101
chr8	8742549	8742650	101
chr8	8742650	8742751	101
chr8	8746690	8746791	101
chr8	8746791	8746892	101
chr8	8746892	8746993	101
chr8	8775172	8775273	101
chr8	8775273	8775374	101
chr8	8775374	8775475	101
chr8	8784666	8784767	101
chr8	8784767	8784868	101
chr8	8790524	8790625	101
chr8	8790625	8790726	101
chr8	8790726	8790827	101
chr8	8830217	8830318	101
chr8	8830318	8830419	101
chr8	8852639	8852740	101
chr8	8852740	8852841	101
chr8	8860113	8860214	101
chr8	8860214	8860315	101
chr8	8860315	8860416	101
chr8	8864153	8864254	101
chr8	8864254	8864355	101
chr8	8864355	8864456	101
chr8	8880616	8880717	101
chr8	8880717	8880818	101
chr8	8880818	8880919	101
chr8	8883747	8883848	101
chr8	8883848	8883949	101
chr8	8932429	8932530	101
chr8	8932530	8932631	101
chr8	8932631	8932732	101
chr8	8932732	8932833	101
chr8	8932833	8932934	101
chr8	8939701	8939802	101
chr8	8939802	8939903	101
chr8	9005351	9005452	101
chr8	9005452	9005553	101
chr8	9008179	9008280	101
chr8	9008280	9008381	101
chr8	9045044	9045145	101
chr8	9045145	9045246	101
chr8	9045549	9045650	101
chr8	9045650	9045751	101
chr8	9048074	9048175	101
chr8	9048175	9048276	101
chr8	9048276	9048377	101
chr8	9117764	9117865	101
chr8	9117865	9117966	101
chr8	9167658	9167759	101
chr8	9167759	9167860	101
chr8	9167860	9167961	101
chr8	9182101	9182202	101
chr8	9182202	9182303	101
chr8	9182303	9182404	101
chr8	9306129	9306230	101
chr8	9306230	9306331	101
chr8	9404200	9404301	101
chr8	9404301	9404402	101
chr8	9404402	9404503	101
chr8	9408745	9408846	101
chr8	9408846	9408947	101
chr8	9408947	9409048	101
chr8	9413896	9413997	101
chr8	9413997	9414098	101
chr8	9414098	9414199	101
chr8	9443287	9443388	101
chr8	9443388	9443489	101
chr8	9443489	9443590	101
chr8	9466315	9466416	101
chr8	9466416	9466517	101
chr8	9560851	9560952	101
chr8	9560952	9561053	101
chr8	9561053	9561154	101
chr8	9633571	9633672	101
chr8	9633672	9633773	101
chr8	9633773	9633874	101
chr8	9688515	9688616	101
chr8	9688616	9688717	101
chr8	9688717	9688818	101
chr8	9996161	9996262	101
chr8	9996262	9996363	101
chr8	1000989	1000999	10
chr8	1002726	1002737	11
chr8	1002737	1002747	10
chr8	1002747	1002757	10
chr8	1004989	1004999	10
chr8	1004999	1005009	10
chr8	1005009	1005019	10
chr8	1013715	1013725	10
chr8	1013725	1013735	10
chr8	1013735	1013746	11
chr8	1051045	1051055	10
chr8	1051055	1051065	10
chr8	1051065	1051075	10
chr8	1051217	1051227	10
chr8	1051227	1051237	10
chr8	1053843	1053853	10
chr8	1053853	1053863	10
chr8	1053863	1053873	10
chr8	1055610	1055620	10
chr8	1055620	1055630	10
chr8	1055630	1055640	10
chr8	1056873	1056883	10
chr8	1056883	1056893	10
chr8	1057085	1057095	10
chr8	1057095	1057105	10
chr8	1057105	1057115	10
chr8	1057135	1057145	10
chr8	1057145	1057155	10
chr8	1057155	1057165	10
chr8	1059418	1059428	10
chr8	1059428	1059438	10
chr8	1060286	1060296	10
chr8	1060296	1060307	11
chr8	1061428	1061438	10
chr8	1065124	1065134	10
chr8	1065134	1065144	10
chr8	1065740	1065750	10
chr8	1065750	1065761	11
chr8	1065771	1065781	10
chr8	1065781	1065791	10
chr8	1065932	1065942	10
chr8	1065942	1065952	10
chr8	1067366	1067377	11
chr8	1067377	1067387	10
chr8	1067801	1067811	10
chr8	1067811	1067821	10
chr8	1067821	1067831	10
chr8	1068286	1068296	10
chr8	1068296	1068306	10
chr8	1068306	1068316	10
chr8	1069730	1069740	10
chr8	1069740	1069750	10
chr8	1086264	1086274	10
chr8	1132421	1132431	10
chr8	1132431	1132441	10
chr8	1133218	1133229	11
chr8	1143036	1143046	10
chr8	1143046	1143056	10
chr8	1143056	1143066	10
chr8	1152893	1152903	10
chr8	1152903	1152913	10
chr8	1170710	1170720	10
chr8	1171154	1171164	10
chr8	1171164	1171174	10
chr8	1171174	1171184	10
chr8	1172013	1172023	10
chr8	1172023	1172033	10
chr8	1173457	1173467	10
chr8	1173467	1173477	10
chr8	1173477	1173487	10
chr8	1174699	1174709	10
chr8	1174709	1174719	10
chr8	1174719	1174729	10
chr8	1181385	1181395	10
chr8	1181395	1181406	11
chr8	1181628	1181638	10
chr8	1181638	1181648	10
chr8	1224129	1224139	10
chr8	1224139	1224149	10
chr8	1224149	1224159	10
chr8	1258388	1258398	10
chr8	1258418	1258428	10
chr8	1258428	1258438	10
chr8	1261155	1261165	10
chr8	1261165	1261175	10
chr8	1261519	1261529	10
chr8	1265276	1265286	10
chr8	1268104	1268114	10
chr8	1268114	1268124	10
chr8	1272104	1272114	10
chr8	1272114	1272124	10
chr8	1295162	1295172	10
chr8	1295172	1295182	10
chr8	1298757	1298768	11
chr8	1298768	1298778	10
chr8	1305161	1305171	10
chr8	1305171	1305181	10
chr8	1305181	1305191	10
chr8	1310433	1310443	10
chr8	1310443	1310453	10
chr8	1310463	1310473	10
chr8	1310473	1310484	11
chr8	1310484	1310494	10
chr8	1321503	1321513	10
chr8	1321513	1321523	10
chr8	1322432	1322442	10
chr8	1322442	1322452	10
chr8	1322997	1323008	11
chr8	1323008	1323018	10
chr8	1325492	1325502	10
chr8	1325502	1325512	10
chr8	1327189	1327199	10
chr8	1327199	1327209	10
chr8	1390900	1390910	10
chr8	1390910	1390920	10
chr8	1390920	1390930	10
chr8	1416321	1416332	11
chr8	1416332	1416342	10
chr8	1416342	1416352	10
chr8	1460822	1460832	10
chr8	1460832	1460842	10
chr8	1531492	1531502	10
chr8	1531502	1531512	10
chr8	1531512	1531522	10
chr8	1539541	1539552	11
chr8	1539552	1539562	10
chr8	1544006	1544016	10
chr8	1544016	1544026	10
chr8	1544026	1544036	10
chr8	1550167	1550177	10
chr8	1550177	1550187	10
chr8	1550308	1550318	10
chr8	1550318	1550328	10
chr8	1551429	1551439	10
chr8	1551439	1551449	10
chr8	1551449	1551459	10
chr8	1557287	1557297	10
chr8	1557297	1557307	10
chr8	1557307	1557317	10
chr8	1559832	1559842	10
chr8	1559842	1559853	11
chr8	1560004	1560014	10
chr8	1562297	1562307	10
chr8	1562307	1562317	10
chr8	1562317	1562327	10
chr8	1564650	1564660	10
chr8	1564660	1564670	10
chr8	1576639	1576649	10
chr8	1576649	1576659	10
chr8	1637360	1637370	10
chr8	1637370	1637380	10
chr8	1637380	1637390	10
chr8	1638875	1638885	10
chr8	1638885	1638895	10
chr8	1638986	1638996	10
chr8	1638996	1639006	10
chr8	1641753	1641764	11
chr8	1641764	1641774	10
chr8	1641774	1641784	10
chr8	1642329	1642339	10
chr8	1642339	1642349	10
chr8	1643622	1643632	10
chr8	1643632	1643642	10
chr8	1643642	1643652	10
chr8	1646187	1646197	10
chr8	1646197	1646208	11
chr8	1646208	1646218	10
chr8	1646571	1646581	10
chr8	1646581	1646591	10
chr8	1646591	1646601	10
chr8	1647824	1647834	10
chr8	1647834	1647844	10
chr8	1647844	1647854	10
chr8	1647925	1647935	10
chr8	1647935	1647945	10
chr8	1647945	1647955	10
chr8	1648359	1648369	10
chr8	1648369	1648379	10
chr8	1649803	1649813	10
chr8	1649813	1649823	10
chr8	1649823	1649833	10
chr8	1656994	1657004	10
chr8	1657004	1657015	11
chr8	1657449	1657459	10
chr8	1657459	1657469	10
chr8	1657469	1657479	10
chr8	1657499	1657509	10
chr8	1657540	1657550	10
chr8	1657550	1657560	10
chr8	1660651	1660661	10
chr8	1660661	1660671	10
chr8	1661368	1661378	10
chr8	1661378	1661388	10
chr8	1661388	1661398	10
chr8	1662903	1662913	10
